,New SKU,Brand,Upstream Contact,Type,Location,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,SUM
499,GN6629761-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,2,4,9,5,2,0,0,0,0,0,3,3,1,0,2,3,0,2,0,0,1,0,0,1,0,1,1,0,0,0,4,1,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
501,GN7744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,2,1,5,1,2,1,1,3,2,0,0,1,5,3,1,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
502,GN7744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
503,GN4524471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,23
1666,GN0549071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
1668,GN5449071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1669,GN9449071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,14
1671,GN7449071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
1673,GN8449071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10
1675,GN6449071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1677,GN8629761-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,2,5,1,3,1,5,3,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1678,GN8629761-Z-WH32498,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5
1679,GN5629761-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,0,5,5,2,2,2,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1680,GN7629761-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1681,GN4517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,2,0,0,0,0,1,0,2,2,4,0,1,0,2,1,5,2,1,2,0,1,0,5,1,3,3,5,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,60
1682,GN4517761-Z-WH32531,Woodsworth,Shree Vinayak Corporation,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,1,0,0,0,14
1683,GN0617761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,2,4,0,4,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1685,GN1617761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,1,0,2,4,0,0,0,7,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42
1687,GN0517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1688,GN0517761-Z-WH32531,Woodsworth,Shree Vinayak Corporation,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1689,GN2517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1690,GN2517761-Z-WH32531,Woodsworth,Shree Vinayak Corporation,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,7
1691,GN3517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,2,2,1,0,0,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22
1692,GN3517761-Z-WH32531,Woodsworth,Shree Vinayak Corporation,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3
1693,GN5517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,2,1,1,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,6,14,3,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1694,GN5517761-Z-WH32531,Woodsworth,Shree Vinayak Corporation,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1695,GN5943541-Z-WH17109,Woodsworth,Shubham Industries,HB-SW,Mumbai,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1727,GN3584051-Z-WH2194,Mudramark,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,2,4,1,1,0,2,2,1,0,4,3,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1731,GN0085951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1734,GN4085951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,2,3,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1735,GN4085951-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,6
1738,GN3576961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
1739,GN3576961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1740,GN8716961-Z-WH17106,Woodsworth,ATHARVA HANDICRAFTS,HB-SW,Mumbai,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1743,GN5943071-Z-WH7173,Amberville,Dapatical Global Business Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1744,GN5943071-Z-WH31287,Amberville,Dapatical Global Business,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1752,GN3350071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1753,GN3350071-Z-WH32486,Mudramark,Rishi Art And Craft,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4
1754,GN4350071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1756,GN2350071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1759,GN0938271-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1761,GN0378951-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1763,GN2378951-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1776,GN9248951-Z-WH32481,Woodsworth,Shri Hari Iron Udhyog,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,1,2,1,0,0,10
1777,GN7535961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1778,GN7535961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7
1779,GN6535961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26
1780,GN6535961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,10
1781,GN8535961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1782,GN8535961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1783,GN0744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,3,0,1,0,0,0,1,1,0,1,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,35
1785,GN1744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,3,3,3,7,10,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1786,GN1744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,2,2,0,1,2,2,1,0,0,0,1,29
1787,GN2744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,2,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,7,4,3,5,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1788,GN2744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,0,1,4,1,1,2,1,0,1,0,0,1,22
1789,GN6744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,3,2,2,6,2,2,5,4,3,0,0,0,0,0,1,0,0,0,0,0,1,7,1,4,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
1790,GN6744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,6
1791,GN6644961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,1,7,1,1,1,2,0,2,1,5,1,4,5,2,0,2,2,0,2,0,1,0,0,1,2,2,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
1792,GN6644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9
1793,GN8644961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,3,0,0,1,2,0,5,0,2,12,0,1,1,0,0,1,0,1,0,2,0,5,8,1,0,0,0,2,1,1,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1794,GN8644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6
1795,GN3744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,3,0,1,1,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1796,GN3744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
1797,GN7644961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,4,3,2,4,2,0,1,3,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,2,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
1798,GN7644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,16
1799,GN4644961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,4,0,4,1,1,0,2,3,1,0,5,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1800,GN4644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,15
1802,GN5644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,3,2,1,0,2,1,0,0,0,1,1,17
1804,GN2644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,6,1,7,3,2,1,3,1,3,5,2,0,1,45
1812,GN4282551-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,0,2,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1817,GN4666451-Z-WH7173,Mudramark,Dapatical Global Business Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1823,GN2188061-Z-WH11393,Woodsworth,Agarwal Marble Craft Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1824,GN3188061-Z-WH11393,Woodsworth,Agarwal Marble Craft Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,1,0,4,3,1,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1825,GN9188061-Z-WH11393,Woodsworth,Agarwal Marble Craft Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1826,GN0288061-Z-WH11393,Woodsworth,Agarwal Marble Craft Pvt. Ltd.,HB-SW,Mumbai,3,0,0,0,0,0,1,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1827,GN4147061-Z-WH17109,Woodsworth,Shubham Industries,HB-SW,Mumbai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1828,GN1590261-Z-WH23611,Mudramark,World Corp.,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,2,0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1829,GN3590261-Z-WH23611,Mudramark,World Corp.,HB-SW,Mumbai,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1830,GN6590261-Z-WH23611,Mudramark,World Corp.,HB-SW,Mumbai,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19
